account_id,month,segment,committed_actions_monthly,utilized_actions_monthly
ACC-000005,2025-04-01,Enterprise,574003.0,946309
ACC-000005,2025-05-01,Enterprise,574003.0,850359
ACC-000005,2025-06-01,Enterprise,574003.0,963152
ACC-000005,2025-07-01,Enterprise,574003.0,988217
ACC-000005,2025-08-01,Enterprise,574003.0,883181
ACC-000005,2025-09-01,Enterprise,574003.0,847971
ACC-000005,2025-10-01,Enterprise,574003.0,947460
ACC-000005,2025-11-01,Enterprise,574003.0,937997
ACC-000005,2025-12-01,Enterprise,574003.0,760775
ACC-000006,2024-12-01,Enterprise,,75861
ACC-000006,2025-01-01,Enterprise,558005.0,149024
ACC-000006,2025-02-01,Enterprise,558005.0,268964
ACC-000006,2025-03-01,Enterprise,558005.0,427239
ACC-000006,2025-04-01,Enterprise,558005.0,775291
ACC-000006,2025-05-01,Enterprise,558005.0,807194
ACC-000006,2025-06-01,Enterprise,558005.0,817948
ACC-000006,2025-07-01,Enterprise,558005.0,794662
ACC-000006,2025-08-01,Enterprise,558005.0,685928
ACC-000006,2025-09-01,Enterprise,558005.0,956755
ACC-000006,2025-10-01,Enterprise,558005.0,902920
ACC-000006,2025-11-01,Enterprise,558005.0,867002
ACC-000006,2025-12-01,Enterprise,558005.0,654670
ACC-000007,2024-08-01,Enterprise,,70277
ACC-000007,2024-09-01,Enterprise,589683.0,146141
ACC-000007,2024-10-01,Enterprise,589683.0,287376
ACC-000007,2024-11-01,Enterprise,589683.0,402599
ACC-000007,2024-12-01,Enterprise,589683.0,675407
ACC-000007,2025-01-01,Enterprise,589683.0,750663
ACC-000007,2025-02-01,Enterprise,589683.0,955663
ACC-000007,2025-03-01,Enterprise,589683.0,891022
ACC-000007,2025-04-01,Enterprise,589683.0,818367
ACC-000007,2025-05-01,Enterprise,589683.0,891430
ACC-000007,2025-06-01,Enterprise,589683.0,859641
ACC-000007,2025-07-01,Enterprise,589683.0,740910
ACC-000007,2025-08-01,Enterprise,589683.0,718434
ACC-000007,2025-09-01,Enterprise,589683.0,621964
ACC-000007,2025-10-01,Enterprise,589683.0,863653
ACC-000007,2025-11-01,Enterprise,589683.0,854411
ACC-000007,2025-12-01,Enterprise,589683.0,760819
ACC-000008,2024-03-01,Enterprise,,65007
ACC-000008,2024-04-01,Enterprise,434621.0,121829
ACC-000008,2024-05-01,Enterprise,434621.0,206738
ACC-000008,2024-06-01,Enterprise,434621.0,352548
ACC-000008,2024-07-01,Enterprise,434621.0,459774
ACC-000008,2024-08-01,Enterprise,434621.0,605922
ACC-000008,2024-09-01,Enterprise,434621.0,616221
ACC-000008,2024-10-01,Enterprise,434621.0,642408
ACC-000008,2024-11-01,Enterprise,434621.0,635666
ACC-000008,2024-12-01,Enterprise,434621.0,515693
ACC-000008,2025-01-01,Enterprise,434621.0,796839
ACC-000008,2025-02-01,Enterprise,434621.0,631257
ACC-000008,2025-03-01,Enterprise,434621.0,673002
ACC-000008,2025-04-01,Enterprise,434621.0,712454
ACC-000008,2025-05-01,Enterprise,434621.0,629442
ACC-000008,2025-06-01,Enterprise,434621.0,586930
ACC-000008,2025-07-01,Enterprise,434621.0,624665
ACC-000008,2025-08-01,Enterprise,434621.0,581854
ACC-000008,2025-09-01,Enterprise,434621.0,640464
ACC-000008,2025-10-01,Enterprise,434621.0,720173
ACC-000008,2025-11-01,Enterprise,434621.0,710317
ACC-000008,2025-12-01,Enterprise,434621.0,546601
ACC-000009,2021-09-01,Enterprise,,53508
ACC-000009,2021-10-01,Enterprise,392900.0,93031
ACC-000009,2021-11-01,Enterprise,392900.0,195411
ACC-000009,2021-12-01,Enterprise,392900.0,242881
ACC-000009,2022-01-01,Enterprise,392900.0,597256
ACC-000009,2022-02-01,Enterprise,392900.0,587303
ACC-000009,2022-03-01,Enterprise,392900.0,541451
ACC-000009,2022-04-01,Enterprise,392900.0,493582
ACC-000009,2022-05-01,Enterprise,392900.0,521609
ACC-000009,2022-06-01,Enterprise,392900.0,451829
ACC-000009,2022-07-01,Enterprise,392900.0,619238
ACC-000009,2022-08-01,Enterprise,392900.0,491199
ACC-000009,2022-09-01,Enterprise,392900.0,665719
ACC-000009,2022-10-01,Enterprise,392900.0,640251
ACC-000009,2022-11-01,Enterprise,392900.0,673268
ACC-000009,2022-12-01,Enterprise,392900.0,613114
ACC-000009,2023-01-01,Enterprise,392900.0,577808
ACC-000009,2023-02-01,Enterprise,392900.0,755381
ACC-000009,2023-03-01,Enterprise,392900.0,745981
ACC-000009,2023-04-01,Enterprise,392900.0,641916
ACC-000009,2023-05-01,Enterprise,392900.0,675863
ACC-000009,2023-06-01,Enterprise,392900.0,617620
ACC-000009,2023-07-01,Enterprise,392900.0,659315
ACC-000009,2023-08-01,Enterprise,392900.0,661124
ACC-000009,2023-09-01,Enterprise,392900.0,718193
ACC-000009,2023-10-01,Enterprise,392900.0,775613
ACC-000009,2023-11-01,Enterprise,392900.0,895592
ACC-000009,2023-12-01,Enterprise,392900.0,773106
ACC-000009,2024-01-01,Enterprise,392900.0,827308
ACC-000009,2024-02-01,Enterprise,392900.0,873392
ACC-000009,2024-03-01,Enterprise,392900.0,850065
ACC-000009,2024-04-01,Enterprise,392900.0,823967
ACC-000009,2024-05-01,Enterprise,392900.0,907654
ACC-000009,2024-06-01,Enterprise,392900.0,1054117
ACC-000009,2024-07-01,Enterprise,392900.0,821995
ACC-000009,2024-08-01,Enterprise,392900.0,930273
ACC-000009,2024-09-01,Enterprise,392900.0,893437
ACC-000009,2024-10-01,Enterprise,412545.0,858806
ACC-000009,2024-11-01,Enterprise,412545.0,784860
ACC-000009,2024-12-01,Enterprise,412545.0,766098
ACC-000009,2025-01-01,Enterprise,412545.0,1117319
ACC-000009,2025-02-01,Enterprise,412545.0,979942
ACC-000009,2025-03-01,Enterprise,412545.0,1120990
ACC-000009,2025-04-01,Enterprise,412545.0,1093152
ACC-000009,2025-05-01,Enterprise,412545.0,855553
ACC-000009,2025-06-01,Enterprise,412545.0,989991
ACC-000009,2025-07-01,Enterprise,412545.0,1022683
ACC-000009,2025-08-01,Enterprise,412545.0,1026645
ACC-000009,2025-09-01,Enterprise,412545.0,990246
ACC-000009,2025-10-01,Enterprise,412545.0,1093547
ACC-000009,2025-11-01,Enterprise,412545.0,1292291
ACC-000009,2025-12-01,Enterprise,412545.0,947105
ACC-000010,2020-12-01,Enterprise,,129747
ACC-000010,2021-01-01,Enterprise,1056250.0,272316
ACC-000010,2021-02-01,Enterprise,1056250.0,462687
ACC-000010,2021-03-01,Enterprise,1056250.0,776056
ACC-000010,2021-04-01,Enterprise,1056250.0,1641463
ACC-000010,2021-05-01,Enterprise,1056250.0,1344935
ACC-000010,2021-06-01,Enterprise,1056250.0,1558321
ACC-000010,2021-07-01,Enterprise,1056250.0,1299667
ACC-000010,2021-08-01,Enterprise,1056250.0,1412542
ACC-000010,2021-09-01,Enterprise,1056250.0,1424642
ACC-000010,2021-10-01,Enterprise,1056250.0,1939449
ACC-000010,2021-11-01,Enterprise,1056250.0,1490435
ACC-000010,2021-12-01,Enterprise,1056250.0,1252513
ACC-000010,2022-01-01,Enterprise,1056250.0,1734514
ACC-000010,2022-02-01,Enterprise,1056250.0,1449971
ACC-000010,2022-03-01,Enterprise,1056250.0,1437009
ACC-000010,2022-04-01,Enterprise,1056250.0,1722399
ACC-000010,2022-05-01,Enterprise,1056250.0,1804142
ACC-000010,2022-06-01,Enterprise,1056250.0,1634566
ACC-000010,2022-07-01,Enterprise,1056250.0,1532227
ACC-000010,2022-08-01,Enterprise,1056250.0,1844616
ACC-000010,2022-09-01,Enterprise,1056250.0,1865682
ACC-000010,2022-10-01,Enterprise,1056250.0,1725391
ACC-000010,2022-11-01,Enterprise,1056250.0,2082438
ACC-000010,2022-12-01,Enterprise,1056250.0,1339094
ACC-000010,2023-01-01,Enterprise,1056250.0,2248385
ACC-000010,2023-02-01,Enterprise,1056250.0,1835980
ACC-000010,2023-03-01,Enterprise,1056250.0,1586127
ACC-000010,2023-04-01,Enterprise,1056250.0,1890341
ACC-000010,2023-05-01,Enterprise,1056250.0,1548377
ACC-000010,2023-06-01,Enterprise,1056250.0,1889289
ACC-000010,2023-07-01,Enterprise,1056250.0,1639816
ACC-000010,2023-08-01,Enterprise,1056250.0,1756383
ACC-000010,2023-09-01,Enterprise,1056250.0,2149813
ACC-000010,2023-10-01,Enterprise,1056250.0,1728539
ACC-000010,2023-11-01,Enterprise,1056250.0,1886932
ACC-000010,2023-12-01,Enterprise,1056250.0,1754804
ACC-000010,2024-01-01,Enterprise,1109062.0,2312811
ACC-000010,2024-02-01,Enterprise,1109062.0,1957032
ACC-000010,2024-03-01,Enterprise,1109062.0,2212530
ACC-000010,2024-04-01,Enterprise,1109062.0,2098230
ACC-000010,2024-05-01,Enterprise,1109062.0,1959700
ACC-000010,2024-06-01,Enterprise,1109062.0,2056752
ACC-000010,2024-07-01,Enterprise,1109062.0,1761565
ACC-000010,2024-08-01,Enterprise,1109062.0,2066237
ACC-000010,2024-09-01,Enterprise,1109062.0,2169954
ACC-000010,2024-10-01,Enterprise,1109062.0,2506370
ACC-000010,2024-11-01,Enterprise,1109062.0,2645352
ACC-000010,2024-12-01,Enterprise,1109062.0,2183479
ACC-000010,2025-01-01,Enterprise,1109062.0,3025298
ACC-000010,2025-02-01,Enterprise,1109062.0,2427430
ACC-000010,2025-03-01,Enterprise,1109062.0,2403596
ACC-000010,2025-04-01,Enterprise,1109062.0,2258881
ACC-000010,2025-05-01,Enterprise,1109062.0,2278012
ACC-000010,2025-06-01,Enterprise,1109062.0,2416321
ACC-000010,2025-07-01,Enterprise,1109062.0,2167815
ACC-000010,2025-08-01,Enterprise,1109062.0,2495393
ACC-000010,2025-09-01,Enterprise,1109062.0,2700739
ACC-000010,2025-10-01,Enterprise,1109062.0,3251254
ACC-000010,2025-11-01,Enterprise,1109062.0,2618112
ACC-000010,2025-12-01,Enterprise,1109062.0,2146827
ACC-000011,2022-02-01,Enterprise,,58970
ACC-000011,2022-03-01,Enterprise,394858.0,92928
ACC-000011,2022-04-01,Enterprise,394858.0,149628
ACC-000011,2022-05-01,Enterprise,394858.0,326289
ACC-000011,2022-06-01,Enterprise,394858.0,611811
ACC-000011,2022-07-01,Enterprise,394858.0,595230
ACC-000011,2022-08-01,Enterprise,394858.0,459210
ACC-000011,2022-09-01,Enterprise,394858.0,585485
ACC-000011,2022-10-01,Enterprise,394858.0,510405
ACC-000011,2022-11-01,Enterprise,394858.0,534399
ACC-000011,2022-12-01,Enterprise,394858.0,494964
ACC-000011,2023-01-01,Enterprise,394858.0,769655
ACC-000011,2023-02-01,Enterprise,394858.0,635069
ACC-000011,2023-03-01,Enterprise,394858.0,589687
ACC-000011,2023-04-01,Enterprise,394858.0,599111
ACC-000011,2023-05-01,Enterprise,394858.0,616896
ACC-000011,2023-06-01,Enterprise,394858.0,614763
ACC-000011,2023-07-01,Enterprise,394858.0,653155
ACC-000011,2023-08-01,Enterprise,394858.0,683807
ACC-000011,2023-09-01,Enterprise,394858.0,697122
ACC-000011,2023-10-01,Enterprise,394858.0,786182
ACC-000011,2023-11-01,Enterprise,394858.0,830292
ACC-000011,2023-12-01,Enterprise,394858.0,649170
ACC-000011,2024-01-01,Enterprise,394858.0,848740
ACC-000011,2024-02-01,Enterprise,394858.0,784256
ACC-000011,2024-03-01,Enterprise,394858.0,837347
ACC-000011,2024-04-01,Enterprise,394858.0,746338
ACC-000011,2024-05-01,Enterprise,394858.0,757310
ACC-000011,2024-06-01,Enterprise,394858.0,792696
ACC-000011,2024-07-01,Enterprise,394858.0,701870
ACC-000011,2024-08-01,Enterprise,394858.0,848138
ACC-000011,2024-09-01,Enterprise,394858.0,1021343
ACC-000011,2024-10-01,Enterprise,394858.0,983020
ACC-000011,2024-11-01,Enterprise,394858.0,980330
ACC-000011,2024-12-01,Enterprise,394858.0,826772
ACC-000011,2025-01-01,Enterprise,394858.0,1070993
ACC-000011,2025-02-01,Enterprise,394858.0,849954
ACC-000011,2025-03-01,Enterprise,574058.0,970032
ACC-000011,2025-04-01,Enterprise,574058.0,1021377
ACC-000011,2025-05-01,Enterprise,574058.0,1077162
ACC-000011,2025-06-01,Enterprise,574058.0,1104141
ACC-000011,2025-07-01,Enterprise,574058.0,939173
ACC-000011,2025-08-01,Enterprise,574058.0,973612
ACC-000011,2025-09-01,Enterprise,574058.0,1257447
ACC-000011,2025-10-01,Enterprise,574058.0,1130715
ACC-000011,2025-11-01,Enterprise,574058.0,1099179
ACC-000011,2025-12-01,Enterprise,574058.0,948088
ACC-000012,2023-03-01,Enterprise,,41272
ACC-000012,2023-04-01,Enterprise,363323.0,92631
ACC-000012,2023-05-01,Enterprise,363323.0,130870
ACC-000012,2023-06-01,Enterprise,363323.0,277037
ACC-000012,2023-07-01,Enterprise,363323.0,452956
ACC-000012,2023-08-01,Enterprise,363323.0,400920
ACC-000012,2023-09-01,Enterprise,363323.0,538976
ACC-000012,2023-10-01,Enterprise,363323.0,468798
ACC-000012,2023-11-01,Enterprise,363323.0,543089
ACC-000012,2023-12-01,Enterprise,363323.0,446889
ACC-000012,2024-01-01,Enterprise,363323.0,536293
ACC-000012,2024-02-01,Enterprise,363323.0,583306
ACC-000012,2024-03-01,Enterprise,363323.0,532740
ACC-000012,2024-04-01,Enterprise,363323.0,493596
ACC-000012,2024-05-01,Enterprise,363323.0,529030
ACC-000012,2024-06-01,Enterprise,363323.0,542490
ACC-000012,2024-07-01,Enterprise,363323.0,590555
ACC-000012,2024-08-01,Enterprise,363323.0,546281
ACC-000012,2024-09-01,Enterprise,363323.0,591448
ACC-000012,2024-10-01,Enterprise,363323.0,654993
ACC-000012,2024-11-01,Enterprise,363323.0,548043
ACC-000012,2024-12-01,Enterprise,363323.0,522800
ACC-000012,2025-01-01,Enterprise,363323.0,713931
ACC-000012,2025-02-01,Enterprise,363323.0,746591
ACC-000012,2025-03-01,Enterprise,363323.0,636621
ACC-000012,2025-04-01,Enterprise,381489.0,658307
ACC-000012,2025-05-01,Enterprise,381489.0,590249
ACC-000012,2025-06-01,Enterprise,381489.0,633027
ACC-000012,2025-07-01,Enterprise,381489.0,602215
ACC-000012,2025-08-01,Enterprise,381489.0,578699
ACC-000012,2025-09-01,Enterprise,381489.0,711993
ACC-000012,2025-10-01,Enterprise,381489.0,653227
ACC-000012,2025-11-01,Enterprise,381489.0,699407
ACC-000012,2025-12-01,Enterprise,381489.0,535166
ACC-000013,2025-01-01,Enterprise,,34569
ACC-000013,2025-02-01,Enterprise,263538.0,60934
ACC-000013,2025-03-01,Enterprise,263538.0,130428
ACC-000013,2025-04-01,Enterprise,263538.0,226569
ACC-000013,2025-05-01,Enterprise,263538.0,412179
ACC-000013,2025-06-01,Enterprise,263538.0,320602
ACC-000013,2025-07-01,Enterprise,263538.0,317500
ACC-000013,2025-08-01,Enterprise,263538.0,334147
ACC-000013,2025-09-01,Enterprise,263538.0,384228
ACC-000013,2025-10-01,Enterprise,263538.0,426106
ACC-000013,2025-11-01,Enterprise,263538.0,399399
ACC-000013,2025-12-01,Enterprise,263538.0,394507
ACC-000014,2024-10-01,Enterprise,,75035
ACC-000014,2024-11-01,Enterprise,487874.0,150648
ACC-000014,2024-12-01,Enterprise,487874.0,196954
ACC-000014,2025-01-01,Enterprise,487874.0,355173
ACC-000014,2025-02-01,Enterprise,487874.0,655371
ACC-000014,2025-03-01,Enterprise,487874.0,663362
ACC-000014,2025-04-01,Enterprise,487874.0,772693
ACC-000014,2025-05-01,Enterprise,487874.0,609796
ACC-000014,2025-06-01,Enterprise,487874.0,696975
ACC-000014,2025-07-01,Enterprise,487874.0,711206
ACC-000014,2025-08-01,Enterprise,487874.0,823498
ACC-000014,2025-09-01,Enterprise,487874.0,861456
ACC-000014,2025-10-01,Enterprise,487874.0,787017
ACC-000014,2025-11-01,Enterprise,487874.0,893340
ACC-000014,2025-12-01,Enterprise,487874.0,713064
ACC-000015,2024-05-01,Enterprise,,91667
ACC-000015,2024-06-01,Enterprise,581392.0,134716
ACC-000015,2024-07-01,Enterprise,581392.0,240073
ACC-000015,2024-08-01,Enterprise,581392.0,388046
ACC-000015,2024-09-01,Enterprise,581392.0,884476
ACC-000015,2024-10-01,Enterprise,581392.0,891518
ACC-000015,2024-11-01,Enterprise,581392.0,833495
ACC-000015,2024-12-01,Enterprise,581392.0,620033
ACC-000015,2025-01-01,Enterprise,581392.0,953579
ACC-000015,2025-02-01,Enterprise,581392.0,798568
ACC-000015,2025-03-01,Enterprise,581392.0,956297
ACC-000015,2025-04-01,Enterprise,581392.0,890556
ACC-000015,2025-05-01,Enterprise,581392.0,749526
ACC-000015,2025-06-01,Enterprise,581392.0,910798
ACC-000015,2025-07-01,Enterprise,581392.0,853206
ACC-000015,2025-08-01,Enterprise,581392.0,818703
ACC-000015,2025-09-01,Enterprise,581392.0,1004973
ACC-000015,2025-10-01,Enterprise,581392.0,882575
ACC-000015,2025-11-01,Enterprise,581392.0,1039834
ACC-000015,2025-12-01,Enterprise,581392.0,893668
ACC-000016,2025-11-01,Enterprise,,54038
ACC-000016,2025-12-01,Enterprise,322256.0,440998
ACC-000017,2021-03-01,Enterprise,,46050
ACC-000017,2021-04-01,Enterprise,383705.0,98258
ACC-000017,2021-05-01,Enterprise,383705.0,154900
ACC-000017,2021-06-01,Enterprise,383705.0,315414
ACC-000017,2021-07-01,Enterprise,383705.0,488115
ACC-000017,2021-08-01,Enterprise,383705.0,526088
ACC-000017,2021-09-01,Enterprise,383705.0,601043
ACC-000017,2021-10-01,Enterprise,383705.0,716370
ACC-000017,2021-11-01,Enterprise,383705.0,552475
ACC-000017,2021-12-01,Enterprise,383705.0,428576
ACC-000017,2022-01-01,Enterprise,383705.0,651513
ACC-000017,2022-02-01,Enterprise,383705.0,705085
ACC-000017,2022-03-01,Enterprise,383705.0,632389
ACC-000017,2022-04-01,Enterprise,383705.0,631661
ACC-000017,2022-05-01,Enterprise,383705.0,577429
ACC-000017,2022-06-01,Enterprise,383705.0,619147
ACC-000017,2022-07-01,Enterprise,383705.0,520406
ACC-000017,2022-08-01,Enterprise,383705.0,563970
ACC-000017,2022-09-01,Enterprise,383705.0,655562
ACC-000017,2022-10-01,Enterprise,383705.0,703097
ACC-000017,2022-11-01,Enterprise,383705.0,712601
ACC-000017,2022-12-01,Enterprise,383705.0,568787
ACC-000017,2023-01-01,Enterprise,383705.0,755270
ACC-000017,2023-02-01,Enterprise,383705.0,864224
ACC-000017,2023-03-01,Enterprise,383705.0,756787
ACC-000017,2023-04-01,Enterprise,383705.0,851568
ACC-000017,2023-05-01,Enterprise,383705.0,681647
ACC-000017,2023-06-01,Enterprise,383705.0,752345
ACC-000017,2023-07-01,Enterprise,383705.0,776643
ACC-000017,2023-08-01,Enterprise,383705.0,713458
ACC-000017,2023-09-01,Enterprise,383705.0,850339
ACC-000017,2023-10-01,Enterprise,383705.0,805248
ACC-000017,2023-11-01,Enterprise,383705.0,861407
ACC-000017,2023-12-01,Enterprise,383705.0,647126
ACC-000017,2024-01-01,Enterprise,383705.0,891045
ACC-000017,2024-02-01,Enterprise,383705.0,847263
ACC-000017,2024-03-01,Enterprise,383705.0,826869
ACC-000017,2024-04-01,Enterprise,402890.0,987991
ACC-000017,2024-05-01,Enterprise,402890.0,927849
ACC-000017,2024-06-01,Enterprise,402890.0,927581
ACC-000017,2024-07-01,Enterprise,402890.0,781710
ACC-000017,2024-08-01,Enterprise,402890.0,811242
ACC-000017,2024-09-01,Enterprise,402890.0,1028861
ACC-000017,2024-10-01,Enterprise,402890.0,977236
ACC-000017,2024-11-01,Enterprise,402890.0,1220764
ACC-000017,2024-12-01,Enterprise,402890.0,831877
ACC-000017,2025-01-01,Enterprise,402890.0,943868
ACC-000017,2025-02-01,Enterprise,402890.0,1173827
ACC-000017,2025-03-01,Enterprise,402890.0,1107884
ACC-000017,2025-04-01,Enterprise,402890.0,1248562
ACC-000017,2025-05-01,Enterprise,402890.0,1217061
ACC-000017,2025-06-01,Enterprise,402890.0,998527
ACC-000017,2025-07-01,Enterprise,402890.0,1093239
ACC-000017,2025-08-01,Enterprise,402890.0,1194685
ACC-000017,2025-09-01,Enterprise,402890.0,1259014
ACC-000017,2025-10-01,Enterprise,402890.0,1306563
ACC-000017,2025-11-01,Enterprise,402890.0,1349707
ACC-000017,2025-12-01,Enterprise,402890.0,1110580
ACC-000018,2024-11-01,Enterprise,,42198
ACC-000018,2024-12-01,Enterprise,275666.0,52364
ACC-000018,2025-01-01,Enterprise,275666.0,120532
ACC-000018,2025-02-01,Enterprise,275666.0,222965
ACC-000018,2025-03-01,Enterprise,275666.0,382956
ACC-000018,2025-04-01,Enterprise,275666.0,405494
ACC-000018,2025-05-01,Enterprise,275666.0,355756
ACC-000018,2025-06-01,Enterprise,275666.0,409276
