rep_id,effective_date,amount
REP-00007,2025-01-01,36700.0
REP-00007,2025-04-01,37200.0
REP-00007,2025-07-01,37700.0
REP-00007,2025-10-01,38200.0
REP-00008,2019-10-01,29400.0
REP-00008,2020-01-01,30000.0
REP-00008,2020-04-01,30600.0
REP-00008,2020-07-01,31200.0
REP-00008,2020-10-01,31800.0
REP-00008,2021-01-01,32400.0
REP-00008,2021-04-01,33000.0
REP-00008,2021-07-01,33500.0
REP-00008,2021-10-01,34100.0
REP-00008,2022-01-01,34700.0
REP-00008,2022-04-01,35300.0
REP-00008,2022-07-01,35900.0
REP-00008,2022-10-01,36500.0
REP-00008,2023-01-01,37100.0
REP-00008,2023-04-01,37700.0
REP-00008,2023-07-01,38300.0
REP-00008,2023-10-01,38800.0
REP-00008,2024-01-01,39400.0
REP-00008,2024-04-01,40000.0
REP-00008,2024-07-01,40600.0
REP-00008,2024-10-01,41200.0
REP-00008,2025-01-01,41800.0
REP-00008,2025-04-01,42400.0
REP-00008,2025-07-01,43000.0
REP-00008,2025-10-01,43500.0
REP-00009,2019-10-01,92700.0
REP-00009,2020-01-01,94600.0
REP-00009,2020-04-01,96400.0
REP-00009,2020-07-01,98300.0
REP-00009,2020-10-01,100100.0
REP-00009,2021-01-01,102000.0
REP-00009,2021-04-01,103800.0
REP-00009,2021-07-01,105700.0
REP-00009,2021-10-01,107500.0
REP-00009,2022-01-01,109400.0
REP-00009,2022-04-01,111300.0
REP-00009,2022-07-01,113100.0
REP-00009,2022-10-01,115000.0
REP-00009,2023-01-01,116800.0
REP-00009,2023-04-01,118700.0
REP-00009,2023-07-01,120500.0
REP-00009,2023-10-01,122400.0
REP-00009,2024-01-01,124200.0
REP-00009,2024-04-01,126100.0
REP-00009,2024-07-01,127900.0
REP-00009,2024-10-01,129800.0
REP-00009,2025-01-01,131700.0
REP-00009,2025-04-01,133500.0
REP-00009,2025-07-01,135400.0
REP-00009,2025-10-01,137200.0
REP-00010,2019-10-01,30600.0
REP-00010,2020-01-01,31200.0
REP-00010,2020-04-01,31800.0
REP-00010,2020-07-01,32400.0
REP-00010,2020-10-01,33000.0
REP-00010,2021-01-01,33600.0
REP-00010,2021-04-01,34200.0
REP-00010,2021-07-01,34900.0
REP-00010,2021-10-01,35500.0
REP-00010,2022-01-01,36100.0
REP-00010,2022-04-01,36700.0
REP-00010,2022-07-01,37300.0
REP-00010,2022-10-01,37900.0
REP-00010,2023-01-01,38500.0
REP-00010,2023-04-01,39100.0
REP-00010,2023-07-01,39700.0
REP-00010,2023-10-01,40400.0
REP-00010,2024-01-01,41000.0
REP-00010,2024-04-01,41600.0
REP-00010,2024-07-01,42200.0
REP-00010,2024-10-01,42800.0
REP-00010,2025-01-01,43400.0
REP-00010,2025-04-01,44000.0
REP-00010,2025-07-01,44600.0
REP-00010,2025-10-01,45200.0
REP-00012,2020-01-01,23600.0
REP-00012,2020-04-01,24100.0
REP-00012,2020-07-01,24600.0
REP-00012,2020-10-01,25000.0
REP-00012,2021-01-01,25500.0
REP-00012,2021-04-01,26000.0
REP-00012,2021-07-01,26500.0
REP-00012,2021-10-01,26900.0
REP-00012,2022-01-01,27400.0
REP-00012,2022-04-01,27900.0
REP-00012,2022-07-01,28400.0
REP-00012,2022-10-01,28800.0
REP-00012,2023-01-01,29300.0
REP-00012,2023-04-01,29800.0
REP-00012,2023-07-01,30200.0
REP-00012,2023-10-01,30700.0
REP-00012,2024-01-01,31200.0
REP-00012,2024-04-01,31700.0
REP-00012,2024-07-01,32100.0
REP-00012,2024-10-01,32600.0
REP-00012,2025-01-01,33100.0
REP-00012,2025-04-01,33600.0
REP-00012,2025-07-01,34000.0
REP-00012,2025-10-01,34500.0
REP-00013,2020-07-01,32100.0
REP-00013,2020-10-01,32800.0
REP-00013,2021-01-01,33400.0
REP-00013,2021-04-01,34000.0
REP-00013,2021-07-01,34700.0
REP-00013,2021-10-01,35300.0
REP-00013,2022-01-01,36000.0
REP-00013,2022-04-01,36600.0
REP-00013,2022-07-01,37300.0
REP-00013,2022-10-01,37900.0
REP-00013,2023-01-01,38500.0
REP-00013,2023-04-01,39200.0
REP-00013,2023-07-01,39800.0
REP-00013,2023-10-01,40500.0
REP-00013,2024-01-01,41100.0
REP-00013,2024-04-01,41800.0
REP-00013,2024-07-01,42400.0
REP-00013,2024-10-01,43000.0
REP-00013,2025-01-01,43700.0
REP-00013,2025-04-01,44300.0
REP-00013,2025-07-01,45000.0
REP-00013,2025-10-01,45600.0
REP-00014,2020-07-01,24900.0
REP-00014,2020-10-01,25400.0
REP-00014,2021-01-01,25900.0
REP-00014,2021-04-01,26400.0
REP-00014,2021-07-01,26900.0
REP-00014,2021-10-01,27400.0
REP-00014,2022-01-01,27900.0
REP-00014,2022-04-01,28400.0
REP-00014,2022-07-01,28900.0
REP-00014,2022-10-01,29400.0
REP-00014,2023-01-01,29900.0
REP-00014,2023-04-01,30400.0
REP-00014,2023-07-01,30900.0
REP-00014,2023-10-01,31400.0
REP-00014,2024-01-01,31900.0
REP-00014,2024-04-01,32400.0
REP-00014,2024-07-01,32900.0
REP-00014,2024-10-01,33400.0
REP-00014,2025-01-01,33900.0
REP-00014,2025-04-01,34400.0
REP-00014,2025-07-01,34900.0
REP-00014,2025-10-01,35400.0
REP-00015,2020-10-01,22900.0
REP-00015,2021-01-01,23400.0
REP-00015,2021-04-01,23800.0
REP-00015,2021-07-01,24300.0
REP-00015,2021-10-01,24700.0
REP-00015,2022-01-01,25200.0
REP-00015,2022-04-01,25600.0
REP-00015,2022-07-01,26100.0
REP-00015,2022-10-01,26600.0
REP-00015,2023-01-01,27000.0
REP-00015,2023-04-01,27500.0
REP-00015,2023-07-01,27900.0
REP-00015,2023-10-01,28400.0
REP-00015,2024-01-01,28800.0
REP-00015,2024-04-01,29300.0
REP-00015,2024-07-01,29800.0
REP-00015,2024-10-01,30200.0
REP-00015,2025-01-01,30700.0
REP-00015,2025-04-01,31100.0
REP-00015,2025-07-01,31600.0
REP-00015,2025-10-01,32000.0
REP-00016,2020-10-01,28300.0
REP-00016,2021-01-01,28900.0
REP-00016,2021-04-01,29500.0
REP-00016,2021-07-01,30000.0
REP-00016,2021-10-01,30600.0
REP-00016,2022-01-01,31200.0
REP-00016,2022-04-01,31700.0
REP-00016,2022-07-01,32300.0
REP-00016,2022-10-01,32900.0
REP-00016,2023-01-01,33400.0
REP-00016,2023-04-01,34000.0
REP-00016,2023-07-01,34600.0
REP-00016,2023-10-01,35100.0
REP-00016,2024-01-01,35700.0
REP-00016,2024-04-01,36300.0
REP-00016,2024-07-01,36800.0
REP-00016,2024-10-01,37400.0
REP-00016,2025-01-01,38000.0
REP-00016,2025-04-01,38500.0
REP-00016,2025-07-01,39100.0
REP-00016,2025-10-01,39700.0
REP-00017,2020-10-01,76700.0
REP-00017,2021-01-01,78200.0
REP-00017,2021-04-01,79800.0
REP-00017,2021-07-01,81300.0
REP-00017,2021-10-01,82800.0
REP-00017,2022-01-01,84400.0
REP-00017,2022-04-01,85900.0
REP-00017,2022-07-01,87400.0
REP-00017,2022-10-01,89000.0
REP-00017,2023-01-01,90500.0
REP-00017,2023-04-01,92000.0
REP-00017,2023-07-01,93600.0
REP-00017,2023-10-01,95100.0
REP-00017,2024-01-01,96600.0
REP-00017,2024-04-01,98200.0
REP-00017,2024-07-01,99700.0
REP-00017,2024-10-01,101200.0
REP-00017,2025-01-01,102800.0
REP-00017,2025-04-01,104300.0
REP-00017,2025-07-01,105800.0
REP-00017,2025-10-01,107400.0
REP-00019,2021-01-01,97300.0
REP-00019,2021-04-01,99300.0
REP-00019,2021-07-01,101200.0
REP-00019,2021-10-01,103200.0
REP-00019,2022-01-01,105100.0
REP-00019,2022-04-01,107100.0
REP-00019,2022-07-01,109000.0
REP-00019,2022-10-01,111000.0
REP-00019,2023-01-01,112900.0
REP-00019,2023-04-01,114900.0
REP-00019,2023-07-01,116800.0
REP-00019,2023-10-01,118800.0
REP-00019,2024-01-01,120700.0
REP-00019,2024-04-01,122600.0
REP-00019,2024-07-01,124600.0
REP-00019,2024-10-01,126500.0
REP-00019,2025-01-01,128500.0
REP-00019,2025-04-01,130400.0
REP-00019,2025-07-01,132400.0
REP-00019,2025-10-01,134300.0
REP-00021,2021-04-01,31000.0
REP-00021,2021-07-01,31600.0
REP-00021,2021-10-01,32200.0
REP-00021,2022-01-01,32800.0
REP-00021,2022-04-01,33500.0
REP-00021,2022-07-01,34100.0
REP-00021,2022-10-01,34700.0
REP-00021,2023-01-01,35300.0
REP-00021,2023-04-01,35900.0
REP-00021,2023-07-01,36600.0
REP-00021,2023-10-01,37200.0
REP-00021,2024-01-01,37800.0
REP-00021,2024-04-01,38400.0
REP-00021,2024-07-01,39000.0
REP-00021,2024-10-01,39700.0
REP-00021,2025-01-01,40300.0
REP-00021,2025-04-01,40900.0
REP-00021,2025-07-01,41500.0
REP-00021,2025-10-01,42100.0
REP-00022,2021-04-01,74300.0
REP-00022,2021-07-01,75800.0
REP-00022,2021-10-01,77200.0
REP-00022,2022-01-01,78700.0
REP-00022,2022-04-01,80200.0
REP-00022,2022-07-01,81700.0
REP-00022,2022-10-01,83200.0
REP-00022,2023-01-01,84700.0
REP-00022,2023-04-01,86200.0
REP-00022,2023-07-01,87600.0
REP-00022,2023-10-01,89100.0
REP-00022,2024-01-01,90600.0
REP-00022,2024-04-01,92100.0
REP-00022,2024-07-01,93600.0
REP-00022,2024-10-01,95100.0
REP-00022,2025-01-01,96600.0
REP-00022,2025-04-01,98000.0
REP-00022,2025-07-01,99500.0
REP-00022,2025-10-01,101000.0
REP-00023,2021-04-01,102900.0
REP-00023,2021-07-01,104900.0
REP-00023,2021-10-01,107000.0
REP-00023,2022-01-01,109100.0
REP-00023,2022-04-01,111100.0
REP-00023,2022-07-01,113200.0
REP-00023,2022-10-01,115200.0
REP-00023,2023-01-01,117300.0
REP-00023,2023-04-01,119300.0
REP-00023,2023-07-01,121400.0
REP-00023,2023-10-01,123500.0
REP-00023,2024-01-01,125500.0
REP-00023,2024-04-01,127600.0
REP-00023,2024-07-01,129600.0
REP-00023,2024-10-01,131700.0
REP-00023,2025-01-01,133700.0
REP-00023,2025-04-01,135800.0
REP-00023,2025-07-01,137900.0
REP-00023,2025-10-01,139900.0
REP-00024,2021-07-01,73100.0
REP-00024,2021-10-01,74600.0
REP-00024,2022-01-01,76000.0
REP-00024,2022-04-01,77500.0
REP-00024,2022-07-01,78900.0
REP-00024,2022-10-01,80400.0
REP-00024,2023-01-01,81900.0
REP-00024,2023-04-01,83300.0
REP-00024,2023-07-01,84800.0
REP-00024,2023-10-01,86200.0
REP-00024,2024-01-01,87700.0
REP-00024,2024-04-01,89200.0
REP-00024,2024-07-01,90600.0
REP-00024,2024-10-01,92100.0
REP-00024,2025-01-01,93600.0
REP-00024,2025-04-01,95000.0
REP-00024,2025-07-01,96500.0
REP-00024,2025-10-01,97900.0
REP-00026,2021-07-01,27900.0
REP-00026,2021-10-01,28500.0
REP-00026,2022-01-01,29000.0
REP-00026,2022-04-01,29600.0
REP-00026,2022-07-01,30100.0
REP-00026,2022-10-01,30700.0
REP-00026,2023-01-01,31300.0
REP-00026,2023-04-01,31800.0
REP-00026,2023-07-01,32400.0
REP-00026,2023-10-01,32900.0
REP-00026,2024-01-01,33500.0
REP-00026,2024-04-01,34000.0
REP-00026,2024-07-01,34600.0
REP-00026,2024-10-01,35200.0
REP-00026,2025-01-01,35700.0
REP-00026,2025-04-01,36300.0
REP-00026,2025-07-01,36800.0
REP-00026,2025-10-01,37400.0
REP-00027,2021-07-01,71500.0
REP-00027,2021-10-01,72900.0
REP-00027,2022-01-01,74400.0
REP-00027,2022-04-01,75800.0
REP-00027,2022-07-01,77200.0
REP-00027,2022-10-01,78700.0
REP-00027,2023-01-01,80100.0
REP-00027,2023-04-01,81500.0
REP-00027,2023-07-01,83000.0
REP-00027,2023-10-01,84400.0
REP-00027,2024-01-01,85800.0
REP-00027,2024-04-01,87300.0
REP-00027,2024-07-01,88700.0
REP-00027,2024-10-01,90100.0
REP-00027,2025-01-01,91500.0
REP-00027,2025-04-01,93000.0
REP-00027,2025-07-01,94400.0
REP-00027,2025-10-01,95800.0
REP-00029,2021-10-01,102100.0
REP-00029,2022-01-01,104200.0
REP-00029,2022-04-01,106200.0
REP-00029,2022-07-01,108200.0
REP-00029,2022-10-01,110300.0
REP-00029,2023-01-01,112300.0
REP-00029,2023-04-01,114400.0
REP-00029,2023-07-01,116400.0
REP-00029,2023-10-01,118500.0
REP-00029,2024-01-01,120500.0
REP-00029,2024-04-01,122500.0
REP-00029,2024-07-01,124600.0
REP-00029,2024-10-01,126600.0
REP-00029,2025-01-01,128700.0
REP-00029,2025-04-01,130700.0
REP-00029,2025-07-01,132800.0
REP-00029,2025-10-01,134800.0
REP-00032,2022-01-01,24200.0
REP-00032,2022-04-01,24700.0
REP-00032,2022-07-01,25200.0
REP-00032,2022-10-01,25700.0
REP-00032,2023-01-01,26200.0
REP-00032,2023-04-01,26700.0
REP-00032,2023-07-01,27100.0
REP-00032,2023-10-01,27600.0
REP-00032,2024-01-01,28100.0
REP-00032,2024-04-01,28600.0
REP-00032,2024-07-01,29100.0
REP-00032,2024-10-01,29600.0
REP-00032,2025-01-01,30000.0
REP-00032,2025-04-01,30500.0
REP-00032,2025-07-01,31000.0
REP-00032,2025-10-01,31500.0
REP-00034,2022-01-01,62000.0
REP-00034,2022-04-01,63300.0
REP-00034,2022-07-01,64500.0
REP-00034,2022-10-01,65700.0
REP-00034,2023-01-01,67000.0
REP-00034,2023-04-01,68200.0
REP-00034,2023-07-01,69500.0
REP-00034,2023-10-01,70700.0
REP-00034,2024-01-01,71900.0
REP-00034,2024-04-01,73200.0
REP-00034,2024-07-01,74400.0
REP-00034,2024-10-01,75700.0
REP-00034,2025-01-01,76900.0
REP-00034,2025-04-01,78100.0
REP-00034,2025-07-01,79400.0
REP-00034,2025-10-01,80600.0
REP-00035,2022-01-01,79600.0
REP-00035,2022-04-01,81200.0
REP-00035,2022-07-01,82800.0
REP-00035,2022-10-01,84400.0
REP-00035,2023-01-01,85900.0
REP-00035,2023-04-01,87500.0
REP-00035,2023-07-01,89100.0
REP-00035,2023-10-01,90700.0
REP-00035,2024-01-01,92300.0
REP-00035,2024-04-01,93900.0
REP-00035,2024-07-01,95500.0
REP-00035,2024-10-01,97100.0
REP-00035,2025-01-01,98700.0
REP-00035,2025-04-01,100300.0
REP-00035,2025-07-01,101900.0
REP-00035,2025-10-01,103500.0
REP-00037,2022-01-01,104700.0
REP-00037,2022-04-01,106800.0
REP-00037,2022-07-01,108800.0
REP-00037,2022-10-01,110900.0
REP-00037,2023-01-01,113000.0
REP-00037,2023-04-01,115100.0
REP-00037,2023-07-01,117200.0
REP-00037,2023-10-01,119300.0
REP-00037,2024-01-01,121400.0
REP-00037,2024-04-01,123500.0
REP-00037,2024-07-01,125600.0
REP-00037,2024-10-01,127700.0
REP-00037,2025-01-01,129800.0
REP-00037,2025-04-01,131900.0
REP-00037,2025-07-01,134000.0
REP-00037,2025-10-01,136100.0
REP-00038,2022-01-01,31900.0
REP-00038,2022-04-01,32500.0
REP-00038,2022-07-01,33100.0
REP-00038,2022-10-01,33800.0
REP-00038,2023-01-01,34400.0
REP-00038,2023-04-01,35000.0
REP-00038,2023-07-01,35700.0
REP-00038,2023-10-01,36300.0
REP-00038,2024-01-01,37000.0
REP-00038,2024-04-01,37600.0
REP-00038,2024-07-01,38200.0
REP-00038,2024-10-01,38900.0
REP-00038,2025-01-01,39500.0
REP-00038,2025-04-01,40100.0
REP-00038,2025-07-01,40800.0
REP-00038,2025-10-01,41400.0
REP-00039,2022-04-01,93700.0
REP-00039,2022-07-01,95600.0
REP-00039,2022-10-01,97400.0
REP-00039,2023-01-01,99300.0
REP-00039,2023-04-01,101200.0
REP-00039,2023-07-01,103100.0
REP-00039,2023-10-01,104900.0
REP-00039,2024-01-01,106800.0
REP-00039,2024-04-01,108700.0
REP-00039,2024-07-01,110600.0
REP-00039,2024-10-01,112400.0
REP-00039,2025-01-01,114300.0
REP-00039,2025-04-01,116200.0
REP-00039,2025-07-01,118000.0
REP-00039,2025-10-01,119900.0
REP-00040,2022-04-01,100100.0
REP-00040,2022-07-01,102100.0
REP-00040,2022-10-01,104100.0
REP-00040,2023-01-01,106100.0
REP-00040,2023-04-01,108100.0
REP-00040,2023-07-01,110100.0
REP-00040,2023-10-01,112100.0
REP-00040,2024-01-01,114100.0
REP-00040,2024-04-01,116100.0
REP-00040,2024-07-01,118100.0
REP-00040,2024-10-01,120100.0
REP-00040,2025-01-01,122100.0
REP-00040,2025-04-01,124100.0
REP-00040,2025-07-01,126100.0
REP-00040,2025-10-01,128100.0
REP-00042,2022-04-01,100200.0
REP-00042,2022-07-01,102200.0
REP-00042,2022-10-01,104200.0
REP-00042,2023-01-01,106200.0
REP-00042,2023-04-01,108200.0
REP-00042,2023-07-01,110200.0
REP-00042,2023-10-01,112200.0
REP-00042,2024-01-01,114200.0
REP-00042,2024-04-01,116200.0
REP-00042,2024-07-01,118200.0
REP-00042,2024-10-01,120200.0
REP-00042,2025-01-01,122300.0
REP-00042,2025-04-01,124300.0
REP-00042,2025-07-01,126300.0
REP-00042,2025-10-01,128300.0
REP-00043,2022-07-01,83300.0
REP-00043,2022-10-01,85000.0
REP-00043,2023-01-01,86700.0
REP-00043,2023-04-01,88300.0
REP-00043,2023-07-01,90000.0
REP-00043,2023-10-01,91700.0
REP-00043,2024-01-01,93400.0
REP-00043,2024-04-01,95000.0
REP-00043,2024-07-01,96700.0
REP-00043,2024-10-01,98400.0
REP-00043,2025-01-01,100000.0
REP-00043,2025-04-01,101700.0
REP-00043,2025-07-01,103400.0
REP-00043,2025-10-01,105000.0
REP-00045,2023-01-01,74200.0
REP-00045,2023-04-01,75700.0
REP-00045,2023-07-01,77200.0
REP-00045,2023-10-01,78700.0
REP-00045,2024-01-01,80200.0
REP-00045,2024-04-01,81600.0
REP-00045,2024-07-01,83100.0
REP-00045,2024-10-01,84600.0
REP-00045,2025-01-01,86100.0
REP-00045,2025-04-01,87600.0
REP-00045,2025-07-01,89100.0
REP-00045,2025-10-01,90500.0
REP-00046,2023-01-01,94700.0
REP-00046,2023-04-01,96600.0
REP-00046,2023-07-01,98500.0
REP-00046,2023-10-01,100400.0
REP-00046,2024-01-01,102300.0
REP-00046,2024-04-01,104200.0
REP-00046,2024-07-01,106100.0
REP-00046,2024-10-01,108000.0
REP-00046,2025-01-01,109900.0
REP-00046,2025-04-01,111800.0
REP-00046,2025-07-01,113700.0
REP-00046,2025-10-01,115600.0
REP-00047,2023-04-01,29400.0
REP-00047,2023-07-01,30000.0
REP-00047,2023-10-01,30600.0
REP-00047,2024-01-01,31200.0
REP-00047,2024-04-01,31800.0
REP-00047,2024-07-01,32400.0
REP-00047,2024-10-01,33000.0
REP-00047,2025-01-01,33600.0
REP-00047,2025-04-01,34200.0
REP-00047,2025-07-01,34700.0
REP-00047,2025-10-01,35300.0
REP-00048,2023-07-01,76800.0
REP-00048,2023-10-01,78400.0
REP-00048,2024-01-01,79900.0
REP-00048,2024-04-01,81400.0
REP-00048,2024-07-01,83000.0
REP-00048,2024-10-01,84500.0
REP-00048,2025-01-01,86000.0
REP-00048,2025-04-01,87600.0
REP-00048,2025-07-01,89100.0
REP-00048,2025-10-01,90600.0
REP-00049,2023-07-01,23500.0
REP-00049,2023-10-01,24000.0
REP-00049,2024-01-01,24400.0
REP-00049,2024-04-01,24900.0
REP-00049,2024-07-01,25400.0
REP-00049,2024-10-01,25800.0
REP-00049,2025-01-01,26300.0
REP-00049,2025-04-01,26800.0
REP-00049,2025-07-01,27300.0
REP-00049,2025-10-01,27700.0
REP-00050,2023-10-01,30300.0
REP-00050,2024-01-01,30900.0
REP-00050,2024-04-01,31600.0
REP-00050,2024-07-01,32200.0
REP-00050,2024-10-01,32800.0
REP-00050,2025-01-01,33400.0
REP-00050,2025-04-01,34000.0
REP-00050,2025-07-01,34600.0
REP-00050,2025-10-01,35200.0
REP-00051,2023-10-01,71800.0
REP-00051,2024-01-01,73200.0
REP-00051,2024-04-01,74700.0
REP-00051,2024-07-01,76100.0
REP-00051,2024-10-01,77600.0
REP-00051,2025-01-01,79000.0
REP-00051,2025-04-01,80400.0
REP-00051,2025-07-01,81900.0
REP-00051,2025-10-01,83300.0
REP-00054,2024-01-01,102200.0
REP-00054,2024-04-01,104200.0
REP-00054,2024-07-01,106200.0
REP-00054,2024-10-01,108300.0
REP-00054,2025-01-01,110300.0
REP-00054,2025-04-01,112400.0
REP-00054,2025-07-01,114400.0
REP-00054,2025-10-01,116500.0
REP-00055,2024-01-01,70800.0
REP-00055,2024-04-01,72300.0
REP-00055,2024-07-01,73700.0
REP-00055,2024-10-01,75100.0
REP-00055,2025-01-01,76500.0
REP-00055,2025-04-01,77900.0
REP-00055,2025-07-01,79300.0
REP-00055,2025-10-01,80800.0
REP-00056,2024-07-01,23800.0
REP-00056,2024-10-01,24300.0
REP-00056,2025-01-01,24700.0
REP-00056,2025-04-01,25200.0
REP-00056,2025-07-01,25700.0
REP-00056,2025-10-01,26200.0
REP-00058,2024-07-01,97400.0
REP-00058,2024-10-01,99300.0
REP-00058,2025-01-01,101300.0
REP-00058,2025-04-01,103200.0
REP-00058,2025-07-01,105200.0
REP-00058,2025-10-01,107100.0
REP-00059,2024-07-01,24100.0
REP-00059,2024-10-01,24600.0
REP-00059,2025-01-01,25100.0
REP-00059,2025-04-01,25600.0
REP-00059,2025-07-01,26000.0
REP-00059,2025-10-01,26500.0
REP-00060,2024-10-01,68100.0
REP-00060,2025-01-01,69400.0
REP-00060,2025-04-01,70800.0
REP-00060,2025-07-01,72200.0
REP-00060,2025-10-01,73500.0
REP-00063,2025-04-01,28800.0
REP-00063,2025-07-01,29400.0
REP-00063,2025-10-01,29900.0
