event_id,lead_id,campaign_id,channel,event_type,event_timestamp
EVT-00000128,LD-000047,CMP-00001,organic,docs_view,2018-11-23 16:03:45
EVT-00000129,LD-000048,CMP-00002,paid,ad_click,2018-11-23 15:44:34
EVT-00000130,LD-000049,CMP-00004,community,event_registration,2018-11-23 15:41:13
EVT-00000131,LD-000049,CMP-00004,community,event_registration,2018-11-26 17:43:22
EVT-00000132,LD-000050,CMP-00003,paid,ad_click,2018-11-24 18:27:57
EVT-00000133,LD-000050,CMP-00003,paid,paid_asset_download,2018-12-18 19:36:58
EVT-00000134,LD-000051,CMP-00003,paid,ad_click,2018-11-24 11:57:33
EVT-00000135,LD-000052,CMP-00003,paid,ad_click,2018-11-26 08:47:46
EVT-00000136,LD-000053,CMP-00001,organic,organic_search_visit,2018-11-27 09:27:37
EVT-00000137,LD-000053,CMP-00001,organic,docs_view,2018-11-27 10:35:19
EVT-00000138,LD-000053,CMP-00001,organic,docs_view,2018-11-28 11:56:36
EVT-00000139,LD-000053,CMP-00001,organic,docs_view,2018-11-28 12:06:28
EVT-00000140,LD-000053,CMP-00001,organic,content_download,2018-11-28 15:53:00
EVT-00000141,LD-000053,CMP-00001,organic,blog_view,2018-11-29 16:30:06
EVT-00000142,LD-000054,CMP-00004,community,event_registration,2018-11-27 16:42:28
EVT-00000143,LD-000055,CMP-00002,paid,ad_click,2018-11-28 16:45:34
EVT-00000144,LD-000056,CMP-00003,paid,ad_click,2018-11-30 12:37:24
EVT-00000145,LD-000057,CMP-00004,community,event_registration,2018-11-30 09:22:33
EVT-00000146,LD-000057,CMP-00004,community,event_attendance,2018-11-30 09:42:41
EVT-00000147,LD-000057,CMP-00004,community,community_join,2018-12-01 14:02:13
EVT-00000148,LD-000057,CMP-00004,community,community_join,2018-12-03 18:15:17
EVT-00000149,LD-000058,CMP-00001,organic,organic_search_visit,2018-12-01 11:04:57
EVT-00000150,LD-000058,CMP-00004,community,event_attendance,2018-12-07 11:46:26
EVT-00000151,LD-000058,CMP-00001,organic,blog_view,2018-12-08 12:17:49
EVT-00000152,LD-000058,CMP-00001,organic,blog_view,2018-12-13 17:22:28
EVT-00000153,LD-000058,CMP-00001,organic,docs_view,2018-12-17 19:39:20
EVT-00000154,LD-000059,CMP-00003,paid,ad_click,2018-12-04 09:17:47
EVT-00000155,LD-000059,CMP-00003,paid,landing_page_view,2018-12-11 15:59:16
EVT-00000156,LD-000059,CMP-00003,paid,landing_page_view,2018-12-11 16:58:09
EVT-00000157,LD-000059,CMP-00003,paid,landing_page_view,2018-12-11 18:17:36
EVT-00000158,LD-000060,CMP-00002,paid,ad_click,2018-12-05 15:20:23
EVT-00000159,LD-000061,CMP-00001,organic,organic_search_visit,2018-12-06 20:40:40
EVT-00000160,LD-000062,CMP-00003,paid,ad_click,2018-12-06 13:27:51
EVT-00000161,LD-000063,CMP-00001,organic,organic_search_visit,2018-12-10 10:26:43
EVT-00000162,LD-000063,CMP-00001,organic,docs_view,2018-12-10 11:13:25
EVT-00000163,LD-000063,CMP-00001,organic,blog_view,2018-12-13 14:43:49
EVT-00000164,LD-000063,CMP-00003,paid,landing_page_view,2018-12-13 18:53:28
EVT-00000165,LD-000064,CMP-00003,paid,ad_click,2018-12-10 18:34:13
EVT-00000166,LD-000065,CMP-00003,paid,ad_click,2018-12-12 08:33:41
EVT-00000167,LD-000065,CMP-00001,organic,organic_search_visit,2018-12-14 11:26:49
EVT-00000168,LD-000065,CMP-00006,paid,retargeting_click,2019-01-05 13:25:30
EVT-00000169,LD-000066,CMP-00004,community,event_registration,2018-12-12 10:03:15
EVT-00000170,LD-000067,CMP-00004,community,event_registration,2018-12-12 09:48:33
EVT-00000171,LD-000067,CMP-00004,community,event_registration,2018-12-12 14:24:28
EVT-00000172,LD-000067,CMP-00004,community,community_join,2018-12-12 19:02:42
EVT-00000173,LD-000068,CMP-00003,paid,ad_click,2018-12-13 17:11:51
EVT-00000174,LD-000069,CMP-00004,community,event_registration,2018-12-15 12:21:51
EVT-00000175,LD-000069,CMP-00004,community,community_join,2018-12-16 12:53:12
EVT-00000176,LD-000070,CMP-00002,paid,ad_click,2018-12-16 13:37:25
EVT-00000177,LD-000070,CMP-00002,paid,retargeting_click,2018-12-29 14:34:58
EVT-00000178,LD-000071,CMP-00002,paid,ad_click,2018-12-17 11:26:30
EVT-00000179,LD-000071,CMP-00007,paid,paid_asset_download,2019-01-10 14:29:16
EVT-00000180,LD-000071,CMP-00007,paid,landing_page_view,2019-01-28 17:45:36
EVT-00000181,LD-000072,CMP-00004,community,event_registration,2018-12-23 14:29:37
EVT-00000182,LD-000073,CMP-00002,paid,ad_click,2018-12-24 11:03:47
EVT-00000183,LD-000073,CMP-00006,paid,ad_click,2019-01-02 18:13:35
EVT-00000184,LD-000074,CMP-00003,paid,ad_click,2018-12-24 10:08:22
EVT-00000185,LD-000074,CMP-00002,paid,retargeting_click,2018-12-24 12:41:34
EVT-00000186,LD-000074,CMP-00002,paid,paid_asset_download,2018-12-24 15:31:35
EVT-00000187,LD-000075,CMP-00001,organic,organic_search_visit,2018-12-26 16:21:53
EVT-00000188,LD-000075,CMP-00001,organic,blog_view,2018-12-26 17:56:49
EVT-00000189,LD-000075,CMP-00001,organic,docs_view,2018-12-26 19:11:13
EVT-00000190,LD-000075,CMP-00001,organic,docs_view,2018-12-27 19:14:43
EVT-00000191,LD-000075,CMP-00001,organic,blog_view,2018-12-27 20:36:16
EVT-00000192,LD-000076,CMP-00004,community,event_registration,2018-12-26 20:12:49
EVT-00000193,LD-000076,CMP-00004,community,event_attendance,2018-12-26 20:38:58
EVT-00000194,LD-000076,CMP-00004,community,community_post,2018-12-26 20:54:37
EVT-00000195,LD-000077,CMP-00003,paid,ad_click,2018-12-27 11:37:51
EVT-00000196,LD-000077,CMP-00003,paid,landing_page_view,2018-12-27 16:22:14
EVT-00000197,LD-000077,CMP-00003,paid,landing_page_view,2018-12-27 17:47:35
EVT-00000198,LD-000077,CMP-00002,paid,retargeting_click,2018-12-28 19:59:09
EVT-00000199,LD-000078,CMP-00003,paid,ad_click,2018-12-27 12:54:41
EVT-00000200,LD-000078,CMP-00003,paid,retargeting_click,2018-12-27 14:21:19
EVT-00000201,LD-000078,CMP-00003,paid,paid_asset_download,2018-12-27 14:21:43
EVT-00000202,LD-000078,CMP-00003,paid,landing_page_view,2018-12-27 14:39:12
EVT-00000203,LD-000079,CMP-00001,organic,organic_search_visit,2018-12-30 09:52:53
EVT-00000204,LD-000079,CMP-00001,organic,blog_view,2018-12-31 09:53:08
EVT-00000205,LD-000080,CMP-00002,paid,ad_click,2018-12-30 20:23:11
EVT-00000206,LD-000081,CMP-00008,community,event_registration,2019-01-01 08:08:11
EVT-00000207,LD-000081,CMP-00008,community,community_join,2019-01-06 09:22:03
EVT-00000208,LD-000082,CMP-00008,community,event_registration,2019-01-02 20:17:05
EVT-00000209,LD-000083,CMP-00005,organic,organic_search_visit,2019-01-05 08:00:44
EVT-00000210,LD-000083,CMP-00005,organic,blog_view,2019-01-06 13:43:22
EVT-00000211,LD-000083,CMP-00005,organic,docs_view,2019-01-07 16:50:47
EVT-00000212,LD-000083,CMP-00005,organic,content_download,2019-01-08 17:27:26
EVT-00000213,LD-000084,CMP-00007,paid,ad_click,2019-01-06 14:04:10
EVT-00000214,LD-000085,CMP-00007,paid,ad_click,2019-01-07 11:54:01
EVT-00000215,LD-000085,CMP-00007,paid,paid_asset_download,2019-01-08 17:21:46
EVT-00000216,LD-000085,CMP-00007,paid,landing_page_view,2019-01-10 18:15:23
EVT-00000217,LD-000086,CMP-00007,paid,ad_click,2019-01-08 11:26:19
EVT-00000218,LD-000087,CMP-00006,paid,ad_click,2019-01-10 17:17:40
EVT-00000219,LD-000088,CMP-00006,paid,ad_click,2019-01-10 14:01:19
EVT-00000220,LD-000088,CMP-00007,paid,ad_click,2019-01-12 14:11:37
EVT-00000221,LD-000088,CMP-00006,paid,paid_asset_download,2019-01-14 14:42:55
EVT-00000222,LD-000088,CMP-00006,paid,landing_page_view,2019-01-16 15:39:30
EVT-00000223,LD-000089,CMP-00005,organic,organic_search_visit,2019-01-11 11:34:35
EVT-00000224,LD-000089,CMP-00005,organic,docs_view,2019-01-11 15:33:34
EVT-00000225,LD-000090,CMP-00006,paid,ad_click,2019-01-12 10:11:17
EVT-00000226,LD-000090,CMP-00006,paid,paid_asset_download,2019-01-12 20:21:51
EVT-00000227,LD-000091,CMP-00007,paid,ad_click,2019-01-13 15:39:12
EVT-00000228,LD-000091,CMP-00007,paid,landing_page_view,2019-01-13 18:44:12
EVT-00000229,LD-000092,CMP-00008,community,event_registration,2019-01-14 11:20:10
EVT-00000230,LD-000092,CMP-00008,community,event_attendance,2019-01-20 14:41:12
EVT-00000231,LD-000092,CMP-00008,community,event_attendance,2019-01-20 20:34:13
EVT-00000232,LD-000093,CMP-00006,paid,ad_click,2019-01-16 08:35:42
EVT-00000233,LD-000094,CMP-00007,paid,ad_click,2019-01-16 08:03:59
EVT-00000234,LD-000095,CMP-00005,organic,organic_search_visit,2019-01-17 16:50:47
EVT-00000235,LD-000096,CMP-00007,paid,ad_click,2019-01-18 10:53:59
EVT-00000236,LD-000096,CMP-00008,community,event_attendance,2019-01-19 16:53:00
EVT-00000237,LD-000097,CMP-00008,community,event_registration,2019-01-18 13:31:17
EVT-00000238,LD-000097,CMP-00008,community,community_post,2019-01-20 17:32:47
EVT-00000239,LD-000097,CMP-00008,community,community_join,2019-01-25 18:42:01
EVT-00000240,LD-000097,CMP-00008,community,event_attendance,2019-01-28 19:24:03
EVT-00000241,LD-000097,CMP-00008,community,event_attendance,2019-01-29 19:39:26
EVT-00000242,LD-000097,CMP-00008,community,event_attendance,2019-02-05 20:41:17
EVT-00000243,LD-000098,CMP-00008,community,event_registration,2019-01-18 19:28:41
EVT-00000244,LD-000099,CMP-00007,paid,ad_click,2019-01-19 18:46:18
EVT-00000245,LD-000100,CMP-00007,paid,ad_click,2019-01-23 08:36:01
EVT-00000246,LD-000101,CMP-00006,paid,ad_click,2019-01-24 16:53:56
EVT-00000247,LD-000101,CMP-00006,paid,retargeting_click,2019-02-06 18:43:17
EVT-00000248,LD-000102,CMP-00005,organic,organic_search_visit,2019-01-25 09:53:10
EVT-00000249,LD-000102,CMP-00005,organic,blog_view,2019-01-25 12:20:09
EVT-00000250,LD-000102,CMP-00005,organic,docs_view,2019-01-26 17:08:03
EVT-00000251,LD-000102,CMP-00005,organic,content_download,2019-01-26 19:25:07
EVT-00000252,LD-000102,CMP-00005,organic,organic_search_visit,2019-01-28 19:40:13
EVT-00000253,LD-000103,CMP-00007,paid,ad_click,2019-01-26 10:45:01
EVT-00000254,LD-000103,CMP-00007,paid,landing_page_view,2019-01-26 14:01:46
EVT-00000255,LD-000103,CMP-00007,paid,retargeting_click,2019-01-30 17:09:24
EVT-00000256,LD-000104,CMP-00008,community,event_registration,2019-01-26 14:38:13
EVT-00000257,LD-000104,CMP-00008,community,community_join,2019-01-26 19:15:06
EVT-00000258,LD-000104,CMP-00008,community,event_registration,2019-01-28 20:09:47
EVT-00000259,LD-000105,CMP-00005,organic,organic_search_visit,2019-01-27 13:29:21
EVT-00000260,LD-000105,CMP-00005,organic,content_download,2019-02-07 19:31:26
EVT-00000261,LD-000106,CMP-00006,paid,ad_click,2019-01-27 09:56:30
EVT-00000262,LD-000106,CMP-00006,paid,retargeting_click,2019-02-03 10:40:09
EVT-00000263,LD-000106,CMP-00006,paid,paid_asset_download,2019-02-04 15:09:53
EVT-00000264,LD-000107,CMP-00007,paid,ad_click,2019-01-27 14:12:26
EVT-00000265,LD-000107,CMP-00007,paid,landing_page_view,2019-01-27 18:26:15
EVT-00000266,LD-000108,CMP-00008,community,event_registration,2019-01-27 09:02:51
EVT-00000267,LD-000108,CMP-00008,community,event_attendance,2019-01-31 09:39:56
EVT-00000268,LD-000109,CMP-00008,community,event_registration,2019-01-27 10:00:21
EVT-00000269,LD-000110,CMP-00007,paid,ad_click,2019-01-28 12:54:26
EVT-00000270,LD-000110,CMP-00007,paid,paid_asset_download,2019-01-28 20:23:02
EVT-00000271,LD-000111,CMP-00008,community,event_registration,2019-01-30 08:04:49
EVT-00000272,LD-000111,CMP-00008,community,community_join,2019-01-30 19:06:01
EVT-00000273,LD-000112,CMP-00008,community,event_registration,2019-02-03 08:14:59
EVT-00000274,LD-000112,CMP-00008,community,community_join,2019-02-11 09:05:38
EVT-00000275,LD-000112,CMP-00008,community,event_attendance,2019-02-14 14:58:46
EVT-00000276,LD-000112,CMP-00008,community,community_post,2019-02-17 15:44:06
EVT-00000277,LD-000112,CMP-00008,community,community_join,2019-02-21 19:14:07
EVT-00000278,LD-000113,CMP-00006,paid,ad_click,2019-02-04 08:30:51
EVT-00000279,LD-000114,CMP-00006,paid,ad_click,2019-02-04 11:41:35
EVT-00000280,LD-000114,CMP-00006,paid,landing_page_view,2019-02-10 12:53:15
EVT-00000281,LD-000114,CMP-00006,paid,retargeting_click,2019-02-11 18:36:39
EVT-00000282,LD-000115,CMP-00008,community,event_registration,2019-02-05 08:00:49
EVT-00000283,LD-000115,CMP-00005,organic,blog_view,2019-02-06 11:41:26
EVT-00000284,LD-000115,CMP-00008,community,community_post,2019-02-07 12:54:03
EVT-00000285,LD-000115,CMP-00008,community,event_attendance,2019-02-07 13:54:36
EVT-00000286,LD-000115,CMP-00008,community,event_attendance,2019-02-08 16:31:47
EVT-00000287,LD-000116,CMP-00005,organic,organic_search_visit,2019-02-08 15:02:40
EVT-00000288,LD-000116,CMP-00005,organic,docs_view,2019-02-08 17:28:27
EVT-00000289,LD-000116,CMP-00005,organic,docs_view,2019-02-12 18:19:38
EVT-00000290,LD-000117,CMP-00005,organic,organic_search_visit,2019-02-09 09:22:30
EVT-00000291,LD-000117,CMP-00005,organic,blog_view,2019-02-09 09:35:20
EVT-00000292,LD-000117,CMP-00005,organic,docs_view,2019-02-10 10:42:15
EVT-00000293,LD-000117,CMP-00005,organic,docs_view,2019-02-12 13:07:35
EVT-00000294,LD-000117,CMP-00005,organic,blog_view,2019-02-14 20:36:35
EVT-00000295,LD-000118,CMP-00007,paid,ad_click,2019-02-11 12:55:18
EVT-00000296,LD-000119,CMP-00007,paid,ad_click,2019-02-11 13:42:05
EVT-00000297,LD-000119,CMP-00007,paid,landing_page_view,2019-02-20 14:31:07
EVT-00000298,LD-000120,CMP-00007,paid,ad_click,2019-02-11 18:57:41
EVT-00000299,LD-000121,CMP-00006,paid,ad_click,2019-02-12 09:08:05
EVT-00000300,LD-000121,CMP-00006,paid,paid_asset_download,2019-02-15 10:25:13
EVT-00000301,LD-000121,CMP-00006,paid,landing_page_view,2019-02-16 11:24:17
EVT-00000302,LD-000122,CMP-00007,paid,ad_click,2019-02-14 12:17:18
EVT-00000303,LD-000122,CMP-00007,paid,landing_page_view,2019-02-19 13:37:25
EVT-00000304,LD-000123,CMP-00008,community,event_registration,2019-02-14 10:47:31
EVT-00000305,LD-000123,CMP-00008,community,event_attendance,2019-02-14 10:55:50
EVT-00000306,LD-000123,CMP-00008,community,community_post,2019-02-15 11:14:55
EVT-00000307,LD-000123,CMP-00008,community,event_attendance,2019-02-15 17:07:48
EVT-00000308,LD-000124,CMP-00005,organic,organic_search_visit,2019-02-15 20:13:44
EVT-00000309,LD-000125,CMP-00008,community,event_registration,2019-02-15 14:29:53
EVT-00000310,LD-000125,CMP-00008,community,event_attendance,2019-02-15 16:57:50
EVT-00000311,LD-000125,CMP-00005,organic,docs_view,2019-02-15 19:03:35
EVT-00000312,LD-000126,CMP-00006,paid,ad_click,2019-02-16 13:27:45
EVT-00000313,LD-000127,CMP-00005,organic,organic_search_visit,2019-02-17 16:46:49
EVT-00000314,LD-000127,CMP-00005,organic,docs_view,2019-02-17 18:30:14
EVT-00000315,LD-000128,CMP-00007,paid,ad_click,2019-02-18 15:56:45
EVT-00000316,LD-000129,CMP-00008,community,event_registration,2019-02-18 09:04:23
EVT-00000317,LD-000129,CMP-00008,community,event_registration,2019-02-18 15:02:47
EVT-00000318,LD-000129,CMP-00008,community,event_attendance,2019-02-22 15:46:30
EVT-00000319,LD-000129,CMP-00008,community,community_post,2019-02-24 16:06:22
EVT-00000320,LD-000130,CMP-00008,community,event_registration,2019-02-19 11:59:34
EVT-00000321,LD-000130,CMP-00008,community,event_attendance,2019-02-19 20:29:36
EVT-00000322,LD-000130,CMP-00008,community,event_attendance,2019-02-20 20:30:08
EVT-00000323,LD-000131,CMP-00005,organic,organic_search_visit,2019-02-20 17:28:39
EVT-00000324,LD-000131,CMP-00005,organic,blog_view,2019-02-20 19:24:59
EVT-00000325,LD-000131,CMP-00005,organic,content_download,2019-02-21 20:48:02
EVT-00000326,LD-000132,CMP-00005,organic,organic_search_visit,2019-02-21 08:30:21
EVT-00000327,LD-000132,CMP-00005,organic,content_download,2019-02-21 12:44:03
EVT-00000328,LD-000132,CMP-00005,organic,docs_view,2019-02-21 13:24:34
EVT-00000329,LD-000132,CMP-00005,organic,content_download,2019-02-21 17:17:37
