account_id,month,segment,mrr
ACC-000003,2024-03-01,Enterprise,32188.9
ACC-000003,2024-04-01,Enterprise,32188.9
ACC-000003,2024-05-01,Enterprise,45041.55
ACC-000003,2024-06-01,Enterprise,43118.6
ACC-000003,2024-07-01,Enterprise,45081.25
ACC-000003,2024-08-01,Enterprise,37285.1
ACC-000003,2024-09-01,Enterprise,47566.75
ACC-000003,2024-10-01,Enterprise,47254.65
ACC-000003,2024-11-01,Enterprise,51094.95
ACC-000003,2024-12-01,Enterprise,42148.6
ACC-000003,2025-01-01,Enterprise,55796.15
ACC-000003,2025-02-01,Enterprise,53039.4
ACC-000003,2025-03-01,Enterprise,55683.5
ACC-000003,2025-04-01,Enterprise,56040.25
ACC-000003,2025-05-01,Enterprise,54136.1
ACC-000003,2025-06-01,Enterprise,52890.35
ACC-000003,2025-07-01,Enterprise,56995.95
ACC-000003,2025-08-01,Enterprise,48868.95
ACC-000003,2025-09-01,Enterprise,50441.5
ACC-000003,2025-10-01,Enterprise,50235.4
ACC-000003,2025-11-01,Enterprise,55381.75
ACC-000003,2025-12-01,Enterprise,59343.8
ACC-000004,2025-10-01,Enterprise,2858.55
ACC-000004,2025-11-01,Enterprise,16946.2
ACC-000004,2025-12-01,Enterprise,19108.35
ACC-000005,2023-11-01,Enterprise,4209.4
ACC-000005,2023-12-01,Enterprise,28700.15
ACC-000005,2024-01-01,Enterprise,28700.15
ACC-000005,2024-02-01,Enterprise,28700.15
ACC-000005,2024-03-01,Enterprise,38521.05
ACC-000005,2024-04-01,Enterprise,36647.9
ACC-000005,2024-05-01,Enterprise,43815.95
ACC-000005,2024-06-01,Enterprise,41108.4
ACC-000005,2024-07-01,Enterprise,41049.25
ACC-000005,2024-08-01,Enterprise,42288.9
ACC-000005,2024-09-01,Enterprise,46190.9
ACC-000005,2024-10-01,Enterprise,42868.8
ACC-000005,2024-11-01,Enterprise,44795.65
ACC-000005,2024-12-01,Enterprise,38416.3
ACC-000005,2025-01-01,Enterprise,41335.05
ACC-000005,2025-02-01,Enterprise,44215.2
ACC-000005,2025-03-01,Enterprise,43727.3
ACC-000005,2025-04-01,Enterprise,47315.45
ACC-000005,2025-05-01,Enterprise,42517.95
ACC-000005,2025-06-01,Enterprise,48157.6
ACC-000005,2025-07-01,Enterprise,49410.85
ACC-000005,2025-08-01,Enterprise,44159.05
ACC-000005,2025-09-01,Enterprise,42398.55
ACC-000005,2025-10-01,Enterprise,47373.0
ACC-000005,2025-11-01,Enterprise,46899.85
ACC-000005,2025-12-01,Enterprise,38038.75
ACC-000006,2024-12-01,Enterprise,3793.05
ACC-000006,2025-01-01,Enterprise,27900.25
ACC-000006,2025-02-01,Enterprise,27900.25
ACC-000006,2025-03-01,Enterprise,27900.25
ACC-000006,2025-04-01,Enterprise,38764.55
ACC-000006,2025-05-01,Enterprise,40359.7
ACC-000006,2025-06-01,Enterprise,40897.4
ACC-000006,2025-07-01,Enterprise,39733.1
ACC-000006,2025-08-01,Enterprise,34296.4
ACC-000006,2025-09-01,Enterprise,47837.75
ACC-000006,2025-10-01,Enterprise,45146.0
ACC-000006,2025-11-01,Enterprise,43350.1
ACC-000006,2025-12-01,Enterprise,32733.5
ACC-000007,2024-08-01,Enterprise,3513.85
ACC-000007,2024-09-01,Enterprise,29484.15
ACC-000007,2024-10-01,Enterprise,29484.15
ACC-000007,2024-11-01,Enterprise,29484.15
ACC-000007,2024-12-01,Enterprise,33770.35
ACC-000007,2025-01-01,Enterprise,37533.15
ACC-000007,2025-02-01,Enterprise,47783.15
ACC-000007,2025-03-01,Enterprise,44551.1
ACC-000007,2025-04-01,Enterprise,40918.35
ACC-000007,2025-05-01,Enterprise,44571.5
ACC-000007,2025-06-01,Enterprise,42982.05
ACC-000007,2025-07-01,Enterprise,37045.5
ACC-000007,2025-08-01,Enterprise,35921.7
ACC-000007,2025-09-01,Enterprise,31098.2
ACC-000007,2025-10-01,Enterprise,43182.65
ACC-000007,2025-11-01,Enterprise,42720.55
ACC-000007,2025-12-01,Enterprise,38040.95
ACC-000008,2024-03-01,Enterprise,3250.35
ACC-000008,2024-04-01,Enterprise,21731.05
ACC-000008,2024-05-01,Enterprise,21731.05
ACC-000008,2024-06-01,Enterprise,21731.05
ACC-000008,2024-07-01,Enterprise,22988.7
ACC-000008,2024-08-01,Enterprise,30296.1
ACC-000008,2024-09-01,Enterprise,30811.05
ACC-000008,2024-10-01,Enterprise,32120.4
ACC-000008,2024-11-01,Enterprise,31783.3
ACC-000008,2024-12-01,Enterprise,25784.65
ACC-000008,2025-01-01,Enterprise,39841.95
ACC-000008,2025-02-01,Enterprise,31562.85
ACC-000008,2025-03-01,Enterprise,33650.1
ACC-000008,2025-04-01,Enterprise,35622.7
ACC-000008,2025-05-01,Enterprise,31472.1
ACC-000008,2025-06-01,Enterprise,29346.5
ACC-000008,2025-07-01,Enterprise,31233.25
ACC-000008,2025-08-01,Enterprise,29092.7
ACC-000008,2025-09-01,Enterprise,32023.2
ACC-000008,2025-10-01,Enterprise,36008.65
ACC-000008,2025-11-01,Enterprise,35515.85
ACC-000008,2025-12-01,Enterprise,27330.05
ACC-000009,2021-09-01,Enterprise,2675.4
ACC-000009,2021-10-01,Enterprise,19645.0
ACC-000009,2021-11-01,Enterprise,19645.0
ACC-000009,2021-12-01,Enterprise,19645.0
ACC-000009,2022-01-01,Enterprise,29862.8
ACC-000009,2022-02-01,Enterprise,29365.15
ACC-000009,2022-03-01,Enterprise,27072.55
ACC-000009,2022-04-01,Enterprise,24679.1
ACC-000009,2022-05-01,Enterprise,26080.45
ACC-000009,2022-06-01,Enterprise,22591.45
ACC-000009,2022-07-01,Enterprise,30961.9
ACC-000009,2022-08-01,Enterprise,24559.95
ACC-000009,2022-09-01,Enterprise,33285.95
ACC-000009,2022-10-01,Enterprise,32012.55
ACC-000009,2022-11-01,Enterprise,33663.4
ACC-000009,2022-12-01,Enterprise,30655.7
ACC-000009,2023-01-01,Enterprise,28890.4
ACC-000009,2023-02-01,Enterprise,37769.05
ACC-000009,2023-03-01,Enterprise,37299.05
ACC-000009,2023-04-01,Enterprise,32095.8
ACC-000009,2023-05-01,Enterprise,33793.15
ACC-000009,2023-06-01,Enterprise,30881.0
ACC-000009,2023-07-01,Enterprise,32965.75
ACC-000009,2023-08-01,Enterprise,33056.2
ACC-000009,2023-09-01,Enterprise,35909.65
ACC-000009,2023-10-01,Enterprise,38780.65
ACC-000009,2023-11-01,Enterprise,44779.6
ACC-000009,2023-12-01,Enterprise,38655.3
ACC-000009,2024-01-01,Enterprise,41365.4
ACC-000009,2024-02-01,Enterprise,43669.6
ACC-000009,2024-03-01,Enterprise,42503.25
ACC-000009,2024-04-01,Enterprise,41198.35
ACC-000009,2024-05-01,Enterprise,45382.7
ACC-000009,2024-06-01,Enterprise,52705.85
ACC-000009,2024-07-01,Enterprise,41099.75
ACC-000009,2024-08-01,Enterprise,46513.65
ACC-000009,2024-09-01,Enterprise,44671.85
ACC-000009,2024-10-01,Enterprise,42940.3
ACC-000009,2024-11-01,Enterprise,39243.0
ACC-000009,2024-12-01,Enterprise,38304.9
ACC-000009,2025-01-01,Enterprise,55865.95
ACC-000009,2025-02-01,Enterprise,48997.1
ACC-000009,2025-03-01,Enterprise,56049.5
ACC-000009,2025-04-01,Enterprise,54657.6
ACC-000009,2025-05-01,Enterprise,42777.65
ACC-000009,2025-06-01,Enterprise,49499.55
ACC-000009,2025-07-01,Enterprise,51134.15
ACC-000009,2025-08-01,Enterprise,51332.25
ACC-000009,2025-09-01,Enterprise,49512.3
ACC-000009,2025-10-01,Enterprise,54677.35
ACC-000009,2025-11-01,Enterprise,64614.55
ACC-000009,2025-12-01,Enterprise,47355.25
ACC-000010,2020-12-01,Enterprise,6487.35
ACC-000010,2021-01-01,Enterprise,52812.5
ACC-000010,2021-02-01,Enterprise,52812.5
ACC-000010,2021-03-01,Enterprise,52812.5
ACC-000010,2021-04-01,Enterprise,82073.15
ACC-000010,2021-05-01,Enterprise,67246.75
ACC-000010,2021-06-01,Enterprise,77916.05
ACC-000010,2021-07-01,Enterprise,64983.35
ACC-000010,2021-08-01,Enterprise,70627.1
ACC-000010,2021-09-01,Enterprise,71232.1
ACC-000010,2021-10-01,Enterprise,96972.45
ACC-000010,2021-11-01,Enterprise,74521.75
ACC-000010,2021-12-01,Enterprise,62625.65
ACC-000010,2022-01-01,Enterprise,86725.7
ACC-000010,2022-02-01,Enterprise,72498.55
ACC-000010,2022-03-01,Enterprise,71850.45
ACC-000010,2022-04-01,Enterprise,86119.95
ACC-000010,2022-05-01,Enterprise,90207.1
ACC-000010,2022-06-01,Enterprise,81728.3
ACC-000010,2022-07-01,Enterprise,76611.35
ACC-000010,2022-08-01,Enterprise,92230.8
ACC-000010,2022-09-01,Enterprise,93284.1
ACC-000010,2022-10-01,Enterprise,86269.55
ACC-000010,2022-11-01,Enterprise,104121.9
ACC-000010,2022-12-01,Enterprise,66954.7
ACC-000010,2023-01-01,Enterprise,112419.25
ACC-000010,2023-02-01,Enterprise,91799.0
ACC-000010,2023-03-01,Enterprise,79306.35
ACC-000010,2023-04-01,Enterprise,94517.05
ACC-000010,2023-05-01,Enterprise,77418.85
ACC-000010,2023-06-01,Enterprise,94464.45
ACC-000010,2023-07-01,Enterprise,81990.8
ACC-000010,2023-08-01,Enterprise,87819.15
ACC-000010,2023-09-01,Enterprise,107490.65
ACC-000010,2023-10-01,Enterprise,86426.95
ACC-000010,2023-11-01,Enterprise,94346.6
ACC-000010,2023-12-01,Enterprise,87740.2
ACC-000010,2024-01-01,Enterprise,115640.55
ACC-000010,2024-02-01,Enterprise,97851.6
ACC-000010,2024-03-01,Enterprise,110626.5
ACC-000010,2024-04-01,Enterprise,104911.5
ACC-000010,2024-05-01,Enterprise,97985.0
ACC-000010,2024-06-01,Enterprise,102837.6
ACC-000010,2024-07-01,Enterprise,88078.25
ACC-000010,2024-08-01,Enterprise,103311.85
ACC-000010,2024-09-01,Enterprise,108497.7
ACC-000010,2024-10-01,Enterprise,125318.5
ACC-000010,2024-11-01,Enterprise,132267.6
ACC-000010,2024-12-01,Enterprise,109173.95
ACC-000010,2025-01-01,Enterprise,151264.9
ACC-000010,2025-02-01,Enterprise,121371.5
ACC-000010,2025-03-01,Enterprise,120179.8
ACC-000010,2025-04-01,Enterprise,112944.05
ACC-000010,2025-05-01,Enterprise,113900.6
ACC-000010,2025-06-01,Enterprise,120816.05
ACC-000010,2025-07-01,Enterprise,108390.75
ACC-000010,2025-08-01,Enterprise,124769.65
ACC-000010,2025-09-01,Enterprise,135036.95
ACC-000010,2025-10-01,Enterprise,162562.7
ACC-000010,2025-11-01,Enterprise,130905.6
ACC-000010,2025-12-01,Enterprise,107341.35
ACC-000011,2022-02-01,Enterprise,2948.5
ACC-000011,2022-03-01,Enterprise,19742.9
ACC-000011,2022-04-01,Enterprise,19742.9
ACC-000011,2022-05-01,Enterprise,19742.9
ACC-000011,2022-06-01,Enterprise,30590.55
ACC-000011,2022-07-01,Enterprise,29761.5
ACC-000011,2022-08-01,Enterprise,22960.5
ACC-000011,2022-09-01,Enterprise,29274.25
ACC-000011,2022-10-01,Enterprise,25520.25
ACC-000011,2022-11-01,Enterprise,26719.95
ACC-000011,2022-12-01,Enterprise,24748.2
ACC-000011,2023-01-01,Enterprise,38482.75
ACC-000011,2023-02-01,Enterprise,31753.45
ACC-000011,2023-03-01,Enterprise,29484.35
ACC-000011,2023-04-01,Enterprise,29955.55
ACC-000011,2023-05-01,Enterprise,30844.8
ACC-000011,2023-06-01,Enterprise,30738.15
ACC-000011,2023-07-01,Enterprise,32657.75
ACC-000011,2023-08-01,Enterprise,34190.35
ACC-000011,2023-09-01,Enterprise,34856.1
ACC-000011,2023-10-01,Enterprise,39309.1
ACC-000011,2023-11-01,Enterprise,41514.6
ACC-000011,2023-12-01,Enterprise,32458.5
ACC-000011,2024-01-01,Enterprise,42437.0
ACC-000011,2024-02-01,Enterprise,39212.8
ACC-000011,2024-03-01,Enterprise,41867.35
ACC-000011,2024-04-01,Enterprise,37316.9
ACC-000011,2024-05-01,Enterprise,37865.5
ACC-000011,2024-06-01,Enterprise,39634.8
ACC-000011,2024-07-01,Enterprise,35093.5
ACC-000011,2024-08-01,Enterprise,42406.9
ACC-000011,2024-09-01,Enterprise,51067.15
ACC-000011,2024-10-01,Enterprise,49151.0
ACC-000011,2024-11-01,Enterprise,49016.5
ACC-000011,2024-12-01,Enterprise,41338.6
ACC-000011,2025-01-01,Enterprise,53549.65
ACC-000011,2025-02-01,Enterprise,42497.7
ACC-000011,2025-03-01,Enterprise,48501.6
ACC-000011,2025-04-01,Enterprise,51068.85
ACC-000011,2025-05-01,Enterprise,53858.1
ACC-000011,2025-06-01,Enterprise,55207.05
ACC-000011,2025-07-01,Enterprise,46958.65
ACC-000011,2025-08-01,Enterprise,48680.6
ACC-000011,2025-09-01,Enterprise,62872.35
ACC-000011,2025-10-01,Enterprise,56535.75
ACC-000011,2025-11-01,Enterprise,54958.95
ACC-000011,2025-12-01,Enterprise,47404.4
ACC-000012,2023-03-01,Enterprise,2063.6
ACC-000012,2023-04-01,Enterprise,18166.15
ACC-000012,2023-05-01,Enterprise,18166.15
ACC-000012,2023-06-01,Enterprise,18166.15
ACC-000012,2023-07-01,Enterprise,22647.8
ACC-000012,2023-08-01,Enterprise,20046.0
ACC-000012,2023-09-01,Enterprise,26948.8
ACC-000012,2023-10-01,Enterprise,23439.9
ACC-000012,2023-11-01,Enterprise,27154.45
ACC-000012,2023-12-01,Enterprise,22344.45
ACC-000012,2024-01-01,Enterprise,26814.65
ACC-000012,2024-02-01,Enterprise,29165.3
ACC-000012,2024-03-01,Enterprise,26637.0
ACC-000012,2024-04-01,Enterprise,24679.8
ACC-000012,2024-05-01,Enterprise,26451.5
ACC-000012,2024-06-01,Enterprise,27124.5
ACC-000012,2024-07-01,Enterprise,29527.75
ACC-000012,2024-08-01,Enterprise,27314.05
ACC-000012,2024-09-01,Enterprise,29572.4
ACC-000012,2024-10-01,Enterprise,32749.65
ACC-000012,2024-11-01,Enterprise,27402.15
ACC-000012,2024-12-01,Enterprise,26140.0
ACC-000012,2025-01-01,Enterprise,35696.55
ACC-000012,2025-02-01,Enterprise,37329.55
ACC-000012,2025-03-01,Enterprise,31831.05
ACC-000012,2025-04-01,Enterprise,32915.35
ACC-000012,2025-05-01,Enterprise,29512.45
ACC-000012,2025-06-01,Enterprise,31651.35
ACC-000012,2025-07-01,Enterprise,30110.75
ACC-000012,2025-08-01,Enterprise,28934.95
ACC-000012,2025-09-01,Enterprise,35599.65
ACC-000012,2025-10-01,Enterprise,32661.35
ACC-000012,2025-11-01,Enterprise,34970.35
ACC-000012,2025-12-01,Enterprise,26758.3
ACC-000013,2025-01-01,Enterprise,1728.45
ACC-000013,2025-02-01,Enterprise,13176.9
ACC-000013,2025-03-01,Enterprise,13176.9
ACC-000013,2025-04-01,Enterprise,13176.9
ACC-000013,2025-05-01,Enterprise,20608.95
ACC-000013,2025-06-01,Enterprise,16030.1
ACC-000013,2025-07-01,Enterprise,15875.0
ACC-000013,2025-08-01,Enterprise,16707.35
ACC-000013,2025-09-01,Enterprise,19211.4
ACC-000013,2025-10-01,Enterprise,21305.3
ACC-000013,2025-11-01,Enterprise,19969.95
ACC-000013,2025-12-01,Enterprise,19725.35
ACC-000014,2024-10-01,Enterprise,3751.75
ACC-000014,2024-11-01,Enterprise,24393.7
ACC-000014,2024-12-01,Enterprise,24393.7
ACC-000014,2025-01-01,Enterprise,24393.7
ACC-000014,2025-02-01,Enterprise,32768.55
ACC-000014,2025-03-01,Enterprise,33168.1
ACC-000014,2025-04-01,Enterprise,38634.65
ACC-000014,2025-05-01,Enterprise,30489.8
ACC-000014,2025-06-01,Enterprise,34848.75
ACC-000014,2025-07-01,Enterprise,35560.3
ACC-000014,2025-08-01,Enterprise,41174.9
ACC-000014,2025-09-01,Enterprise,43072.8
ACC-000014,2025-10-01,Enterprise,39350.85
ACC-000014,2025-11-01,Enterprise,44667.0
ACC-000014,2025-12-01,Enterprise,35653.2
ACC-000015,2024-05-01,Enterprise,4583.35
ACC-000015,2024-06-01,Enterprise,29069.6
ACC-000015,2024-07-01,Enterprise,29069.6
ACC-000015,2024-08-01,Enterprise,29069.6
ACC-000015,2024-09-01,Enterprise,44223.8
ACC-000015,2024-10-01,Enterprise,44575.9
ACC-000015,2024-11-01,Enterprise,41674.75
ACC-000015,2024-12-01,Enterprise,31001.65
ACC-000015,2025-01-01,Enterprise,47678.95
ACC-000015,2025-02-01,Enterprise,39928.4
ACC-000015,2025-03-01,Enterprise,47814.85
ACC-000015,2025-04-01,Enterprise,44527.8
ACC-000015,2025-05-01,Enterprise,37476.3
ACC-000015,2025-06-01,Enterprise,45539.9
ACC-000015,2025-07-01,Enterprise,42660.3
ACC-000015,2025-08-01,Enterprise,40935.15
ACC-000015,2025-09-01,Enterprise,50248.65
ACC-000015,2025-10-01,Enterprise,44128.75
ACC-000015,2025-11-01,Enterprise,51991.7
ACC-000015,2025-12-01,Enterprise,44683.4
ACC-000016,2025-11-01,Enterprise,2701.9
ACC-000016,2025-12-01,Enterprise,22049.9
ACC-000017,2021-03-01,Enterprise,2302.5
ACC-000017,2021-04-01,Enterprise,19185.25
ACC-000017,2021-05-01,Enterprise,19185.25
ACC-000017,2021-06-01,Enterprise,19185.25
ACC-000017,2021-07-01,Enterprise,24405.75
ACC-000017,2021-08-01,Enterprise,26304.4
ACC-000017,2021-09-01,Enterprise,30052.15
ACC-000017,2021-10-01,Enterprise,35818.5
ACC-000017,2021-11-01,Enterprise,27623.75
ACC-000017,2021-12-01,Enterprise,21428.8
ACC-000017,2022-01-01,Enterprise,32575.65
ACC-000017,2022-02-01,Enterprise,35254.25
ACC-000017,2022-03-01,Enterprise,31619.45
ACC-000017,2022-04-01,Enterprise,31583.05
ACC-000017,2022-05-01,Enterprise,28871.45
ACC-000017,2022-06-01,Enterprise,30957.35
ACC-000017,2022-07-01,Enterprise,26020.3
ACC-000017,2022-08-01,Enterprise,28198.5
ACC-000017,2022-09-01,Enterprise,32778.1
ACC-000017,2022-10-01,Enterprise,35154.85
ACC-000017,2022-11-01,Enterprise,35630.05
ACC-000017,2022-12-01,Enterprise,28439.35
ACC-000017,2023-01-01,Enterprise,37763.5
ACC-000017,2023-02-01,Enterprise,43211.2
ACC-000017,2023-03-01,Enterprise,37839.35
ACC-000017,2023-04-01,Enterprise,42578.4
ACC-000017,2023-05-01,Enterprise,34082.35
ACC-000017,2023-06-01,Enterprise,37617.25
ACC-000017,2023-07-01,Enterprise,38832.15
ACC-000017,2023-08-01,Enterprise,35672.9
ACC-000017,2023-09-01,Enterprise,42516.95
ACC-000017,2023-10-01,Enterprise,40262.4
ACC-000017,2023-11-01,Enterprise,43070.35
ACC-000017,2023-12-01,Enterprise,32356.3
ACC-000017,2024-01-01,Enterprise,44552.25
ACC-000017,2024-02-01,Enterprise,42363.15
ACC-000017,2024-03-01,Enterprise,41343.45
ACC-000017,2024-04-01,Enterprise,49399.55
ACC-000017,2024-05-01,Enterprise,46392.45
ACC-000017,2024-06-01,Enterprise,46379.05
ACC-000017,2024-07-01,Enterprise,39085.5
ACC-000017,2024-08-01,Enterprise,40562.1
ACC-000017,2024-09-01,Enterprise,51443.05
ACC-000017,2024-10-01,Enterprise,48861.8
ACC-000017,2024-11-01,Enterprise,61038.2
ACC-000017,2024-12-01,Enterprise,41593.85
ACC-000017,2025-01-01,Enterprise,47193.4
ACC-000017,2025-02-01,Enterprise,58691.35
ACC-000017,2025-03-01,Enterprise,55394.2
ACC-000017,2025-04-01,Enterprise,62428.1
ACC-000017,2025-05-01,Enterprise,60853.05
ACC-000017,2025-06-01,Enterprise,49926.35
ACC-000017,2025-07-01,Enterprise,54661.95
ACC-000017,2025-08-01,Enterprise,59734.25
ACC-000017,2025-09-01,Enterprise,62950.7
ACC-000017,2025-10-01,Enterprise,65328.15
ACC-000017,2025-11-01,Enterprise,67485.35
ACC-000017,2025-12-01,Enterprise,55529.0
ACC-000018,2024-11-01,Enterprise,2109.9
ACC-000018,2024-12-01,Enterprise,13783.3
ACC-000018,2025-01-01,Enterprise,13783.3
ACC-000018,2025-02-01,Enterprise,13783.3
ACC-000018,2025-03-01,Enterprise,19147.8
ACC-000018,2025-04-01,Enterprise,20274.7
ACC-000018,2025-05-01,Enterprise,17787.8
ACC-000018,2025-06-01,Enterprise,20463.8
ACC-000018,2025-07-01,Enterprise,20108.2
ACC-000018,2025-08-01,Enterprise,19214.9
ACC-000018,2025-09-01,Enterprise,19677.85
ACC-000018,2025-10-01,Enterprise,22937.8
ACC-000018,2025-11-01,Enterprise,22663.1
ACC-000018,2025-12-01,Enterprise,17726.05
ACC-000019,2023-02-01,Enterprise,1763.25
ACC-000019,2023-03-01,Enterprise,13351.8
ACC-000019,2023-04-01,Enterprise,13351.8
ACC-000019,2023-05-01,Enterprise,13351.8
ACC-000019,2023-06-01,Enterprise,16294.4
ACC-000019,2023-07-01,Enterprise,17462.7
ACC-000019,2023-08-01,Enterprise,17550.4
ACC-000019,2023-09-01,Enterprise,19630.5
ACC-000019,2023-10-01,Enterprise,21603.1
ACC-000019,2023-11-01,Enterprise,18659.85
ACC-000019,2023-12-01,Enterprise,14314.1
ACC-000019,2024-01-01,Enterprise,22472.2
ACC-000019,2024-02-01,Enterprise,21737.45
ACC-000019,2024-03-01,Enterprise,22469.9
ACC-000019,2024-04-01,Enterprise,20972.25
ACC-000019,2024-05-01,Enterprise,22164.65
ACC-000019,2024-06-01,Enterprise,19454.75
ACC-000019,2024-07-01,Enterprise,18568.9
ACC-000019,2024-08-01,Enterprise,21087.9
ACC-000019,2024-09-01,Enterprise,23383.3
ACC-000019,2024-10-01,Enterprise,18999.45
ACC-000019,2024-11-01,Enterprise,23609.5
ACC-000019,2024-12-01,Enterprise,15664.85
ACC-000019,2025-01-01,Enterprise,25213.0
ACC-000019,2025-02-01,Enterprise,27452.5
ACC-000019,2025-03-01,Enterprise,23438.8
ACC-000019,2025-04-01,Enterprise,19890.85
ACC-000019,2025-05-01,Enterprise,22979.45
ACC-000019,2025-06-01,Enterprise,25550.2
ACC-000019,2025-07-01,Enterprise,20507.7
ACC-000019,2025-08-01,Enterprise,22791.7
ACC-000019,2025-09-01,Enterprise,26573.85
ACC-000019,2025-10-01,Enterprise,24193.4
ACC-000019,2025-11-01,Enterprise,25126.15
ACC-000019,2025-12-01,Enterprise,21951.95
ACC-000020,2020-11-01,Enterprise,4299.55
ACC-000020,2020-12-01,Enterprise,32000.0
ACC-000020,2021-01-01,Enterprise,32000.0
ACC-000020,2021-02-01,Enterprise,32000.0
ACC-000020,2021-03-01,Enterprise,42719.35
ACC-000020,2021-04-01,Enterprise,47463.9
ACC-000020,2021-05-01,Enterprise,38577.95
ACC-000020,2021-06-01,Enterprise,45375.65
ACC-000020,2021-07-01,Enterprise,41195.05
ACC-000020,2021-08-01,Enterprise,37894.05
ACC-000020,2021-09-01,Enterprise,57843.45
ACC-000020,2021-10-01,Enterprise,55548.5
ACC-000020,2021-11-01,Enterprise,49637.85
ACC-000020,2021-12-01,Enterprise,45521.1
ACC-000020,2022-01-01,Enterprise,46066.1
ACC-000020,2022-02-01,Enterprise,53485.0
ACC-000020,2022-03-01,Enterprise,50332.4
ACC-000020,2022-04-01,Enterprise,53589.25
ACC-000020,2022-05-01,Enterprise,44585.9
ACC-000020,2022-06-01,Enterprise,48444.4
ACC-000020,2022-07-01,Enterprise,46517.5
ACC-000020,2022-08-01,Enterprise,53095.65
ACC-000020,2022-09-01,Enterprise,59321.75
